Session_ID,Session_Date,Start_Hour,Station_ID,City,State,Station_Ownership,Charger_Type,Connector_Type,Customer_Type,Payment_Method,Session_Duration_Hours,Energy_Consumed_kWh,Price_per_kWh,Revenue,Electricity_Cost,Maintenance_Cost,Other_Cost,Profit,Occupancy_Rate_Pct,Customer_Rating,Session_Status
SES-002682,2025-10-10,0,EV-011,Delhi,Delhi,Own,DC Ultra-Fast,CHAdeMO,Private,UPI,0.99,89.35,19.43,1736.07,494.16,81.0,31.01,1129.9,33.8,4.1,Completed
SES-004171,2025-10-02,0,EV-011,Jaipur,Rajasthan,Partner,DC Fast,Type 2,Corporate,Card,0.62,19.31,12.55,242.34,111.0,61.18,21.39,48.77,21.9,3.9,Completed
SES-002544,2024-10-10,20,EV-016,Mumbai,Maharashtra,Own,AC Level 2,Type 2,Fleet,Wallet,0.56,10.86,11.57,125.65,75.04,178.6,33.44,-161.43,42.4,3.9,Completed
SES-002816,2025-01-28,12,EV-057,Hyderabad,Telangana,Partner,AC Level 2,CCS2,Taxi/Ride-share,Card,1.62,22.01,9.19,202.27,126.65,29.35,67.99,-21.72,47.0,4.3,Completed
SES-003599,2024-07-07,21,EV-008,Mumbai,Maharashtra,Own,AC Level 2,CHAdeMO,Private,Card,0.45,7.04,10.8,76.03,55.0,166.48,57.01,-202.46,34.0,4.5,Completed
SES-004238,2024-09-02,11,EV-001,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Fleet,card,2.14,26.58,11.35,301.68,161.85,32.99,43.67,63.17,18.0,3.6,Completed
SES-002574,2025-07-26,3,EV-020,Bengaluru,Karnataka,Own,DC Fast,Type 2,Taxi/Ride-share,UPI,1.14,39.58,13.44,531.96,218.25,167.21,73.42,73.08,13.8,3.5,Completed
SES-001943,2025-05-29,9,EV-091,Delhi,Delhi,Own,AC Level 2,CCS2,Taxi/Ride-share,Corporate Account,0.53,10.38,10.32,107.12,70.92,32.97,76.32,-73.09,24.5,4.1,Completed
SES-001078,2025-09-13,14,EV-077,Ahmedabad,Gujarat,Own,DC Fast,Type 2,Taxi/Ride-share,UPI,2.07,57.0,13.82,787.74,338.52,57.63,41.98,349.61,57.2,4.1,Failed
SES-003799,2025-05-25,4,EV-054,Lucknow,Uttar Pradesh,Partner,AC Level 2,CCS2,Corporate,UPI,0.85,9.81,11.42,112.03,71.65,100.3,6.63,-66.55,28.3,4.5,Completed
SES-004164,2024-11-17,11,EV-043,Bengaluru,Karnataka,Own,DC Fast,Type 2,Private,UPI,1.75,89.22,11.1,990.34,689.84,186.64,48.29,65.57,39.9,4.4,Completed
SES-004488,2025-05-30,23,EV-070,Gurugram,Haryana,Own,DC Ultra-Fast,Type 2,Private,Card,2.73,180.0,14.7,2646.0,1225.04,91.62,66.71,1262.63,45.5,3.7,Completed
SES-000377,2024-01-06,22,EV-047,Hyderabad,Telangana,Franchise,DC Fast,CCS2,Taxi/Ride-share,Corporate Account,0.96,29.5,15.82,466.69,183.36,143.92,22.84,116.57,19.0,3.6,Completed
SES-004113,2025-08-02,12,EV-046,Gurugram,Haryana,Franchise,DC Fast,Type 2,Private,Wallet,0.53,27.12,15.26,413.85,218.3,177.35,48.16,-29.96,23.2,4.0,Completed
SES-003674,2024-05-29,5,EV-053,Lucknow,Uttar Pradesh,Franchise,DC Fast,CCS2,Private,Wallet,1.32,38.53,11.85,456.58,296.06,42.1,55.53,62.89,19.1,5.0,Completed
SES-001311,2025-05-03,5,EV-012,Jaipur,Rajasthan,Own,AC Level 2,CCS2,Private,Corporate Account,0.76,14.73,8.51,125.35,94.54,197.92,72.4,-239.51,30.5,4.3,Completed
SES-002150,2025-07-07,1,EV-036,Mumbai,Maharashtra,Partner,DC Fast,Type 2,Private,UPI,2.05,81.15,13.6,1103.64,463.08,85.28,50.34,504.94,44.0,3.9,Completed
SES-001363,2024-09-17,10,EV-071,Jaipur,Rajasthan,Own,AC Level 2,CCS2,Taxi/Ride-share,Card,0.45,7.1,11.79,83.71,50.01,100.84,5.03,-72.17,24.5,3.8,Failed
SES-003452,2024-02-27,7,EV-007,Bengaluru,Karnataka,Franchise,AC Level 2,CHAdeMO,Private,UPI,0.35,6.99,11.5,80.39,43.31,106.95,41.08,-110.95,21.9,5.0,Completed
SES-000395,2025-06-07,0,EV-054,Gurugram,Haryana,Own,DC Fast,CCS2,Taxi/Ride-share,UPI,0.58,16.77,11.31,189.67,84.15,92.55,17.5,-4.53,38.6,4.0,Completed
SES-001178,2024-06-04,18,EV-056,Jaipur,Rajasthan,Own,,Type 2,Private,UPI,0.7,27.3,14.6,398.58,218.31,172.76,59.52,-52.01,12.7,4.2,Completed
SES-003693,2024-09-22,23,EV-093,Lucknow,Uttar Pradesh,Franchise,AC Level 2,CCS2,Corporate,UPI,0.92,17.79,9.04,160.82,142.27,122.41,40.86,-144.72,46.6,4.7,Completed
SES-004279,2025-12-25,15,EV-090,Chennai,Tamil Nadu,Franchise,DC Fast,CCS2,Private,Card,0.51,17.65,11.56,204.03,114.07,54.11,37.13,-1.28,17.3,4.4,Completed
SES-000419,2025-11-01,22,EV-035,Pune,Maharashtra,Own,DC Ultra-Fast,CCS2,Fleet,UPI,0.99,140.09,17.32,2426.36,795.73,288.7,18.39,1323.54,25.5,4.3,Completed
SES-003785,2024-07-04,12,EV-073,Pune,Maharashtra,Franchise,DC Fast,Type 2,Private,UPI,0.82,42.47,13.75,583.96,290.85,167.65,47.46,78.0,52.2,2.7,Completed
SES-000914,2025-02-27,2,EV-040,Jaipur,Rajasthan,Partner,DC Ultra-Fast,Type 2,Taxi/Ride-share,Corporate Account,0.73,93.69,16.27,1524.34,686.79,112.93,27.88,696.74,28.5,4.9,Completed
SES-000276,2025-11-19,16,EV-045,Delhi,Delhi,Partner,AC Level 2,CCS2,Private,Wallet,1.44,25.46,11.08,282.1,176.03,101.65,60.52,-56.1,44.5,3.7,Completed
SES-001858,2025-04-08,5,EV-094,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Private,UPI,0.71,12.11,9.99,120.98,79.03,218.33,23.83,-200.21,42.1,3.9,Completed
SES-004782,2025-01-05,21,EV-012,Mumbai,Maharashtra,Own,AC Level 2,Type 2,Taxi/Ride-share,Wallet,0.29,5.05,10.76,54.34,25.25,130.6,59.16,-160.67,28.7,4.5,Completed
SES-001926,2025-07-15,8,EV-004,Gurugram,Haryana,Partner,DC Fast,CCS2,Private,Card,1.85,50.13,14.93,748.44,310.38,199.02,52.89,186.15,22.4,4.4,Completed
SES-000540,2025-07-10,15,EV-018,Delhi,Delhi,Partner,DC Fast,CCS2,Private,UPI,1.0,55.43,12.33,683.45,366.48,209.61,40.55,66.81,27.8,4.6,Completed
SES-003000,2024-02-03,12,EV-029,Ahmedabad,Gujarat,Own,AC Level 2,Type 2,Private,Card,0.84,10.75,11.94,128.35,86.37,180.41,5.79,-144.22,32.7,4.3,Completed
SES-001868,2025-07-08,14,EV-097,Lucknow,Uttar Pradesh,Own,AC Level 2,CCS2,Corporate,UPI,1.19,13.16,9.04,118.97,92.29,54.11,16.42,-43.85,32.3,3.9,Completed
SES-000329,2024-01-15,6,EV-060,Delhi,Delhi,Own,AC Level 2,CHAdeMO,Taxi/Ride-share,Wallet,1.99,20.67,9.31,192.44,167.0,161.31,25.64,-161.51,44.6,4.2,Completed
SES-003576,2025-08-12,11,EV-093,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.86,15.06,10.61,159.79,112.29,189.33,65.75,-207.58,19.4,3.1,Completed
SES-002813,2024-11-14,0,EV-093,Jaipur,Rajasthan,Partner,DC Fast,CCS2,Corporate,UPI,0.79,23.52,15.0,352.8,159.41,134.59,69.52,-10.72,19.2,3.2,Completed
SES-004572,2025-07-03,13,EV-095,Delhi,Delhi,Franchise,AC Level 2,CCS2,Private,Card,1.9,38.59,8.07,311.42,202.75,44.11,39.9,24.66,43.5,4.8,Completed
SES-000503,2025-04-01,21,EV-018,Delhi,Delhi,Own,DC Fast,CCS2,Corporate,UPI,1.87,78.93,13.93,1099.49,422.82,38.68,77.73,560.26,45.8,4.6,Completed
SES-001463,2024-11-16,23,EV-004,Bengaluru,Karnataka,Own,DC Ultra-Fast,CHAdeMO,Taxi/Ride-share,Wallet,0.63,44.68,16.73,747.5,246.07,203.82,29.82,267.79,31.4,4.3,Completed
SES-004517,2025-06-02,23,EV-035,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Corporate,UPI,1.8,37.14,9.68,359.52,292.58,130.67,21.89,-85.62,63.4,2.9,Completed
SES-004320,2024-05-15,11,EV-041,Hyderabad,Telangana,Own,AC Level 2,CCS2,Taxi/Ride-share,Corporate Account,1.72,26.28,8.69,228.37,216.95,209.48,22.09,-220.15,39.3,4.1,Completed
SES-000363,2024-05-06,3,EV-038,Chennai,Tamil Nadu,Franchise,AC Level 2,CCS2,Taxi/Ride-share,Corporate Account,2.06,32.58,9.76,317.98,264.96,95.94,58.69,-101.61,49.6,,Completed
SES-003755,2024-10-06,5,EV-081,Delhi,Delhi,Own,AC Level 2,Type 2,Taxi/Ride-share,UPI,0.88,14.62,8.87,129.68,106.37,114.07,18.77,-109.53,26.8,4.1,Completed
SES-003198,2024-05-28,15,EV-039,Delhi,Delhi,Own,DC Fast,Type 2,Private,UPI,1.23,58.05,11.23,651.9,330.72,162.45,65.67,93.06,28.7,2.8,Completed
SES-001135,2024-06-27,17,EV-016,Pune,Maharashtra,Partner,DC Fast,CCS2,Taxi/Ride-share,Card,0.44,22.23,13.5,300.1,152.34,57.83,58.43,31.5,35.6,5.0,Completed
SES-000468,2024-06-11,3,EV-008,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Private,UPI,1.46,19.58,8.27,161.93,132.57,126.67,24.56,-121.87,46.0,4.8,Completed
SES-004315,2024-05-19,1,EV-099,Pune,Maharashtra,Own,DC Ultra-Fast,CCS2,Corporate,UPI,1.51,180.0,19.54,3517.2,1228.32,80.82,14.03,2194.03,25.0,4.7,Completed
SES-000248,2025-07-29,15,EV-005,Jaipur,Rajasthan,Franchise,AC Level 2,Type 2,Private,UPI,1.73,29.47,10.25,302.07,163.65,38.25,48.89,51.28,41.9,4.0,Completed
SES-004375,2025-12-04,14,EV-020,Hyderabad,Telangana,Own,DC Ultra-Fast,CCS2,Taxi/Ride-share,Card,1.73,180.0,16.93,3047.4,1255.56,262.84,30.27,1498.73,35.2,3.4,Completed
SES-004843,2025-12-27,16,EV-092,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,1.49,21.29,11.68,248.67,113.75,205.39,58.35,-128.82,40.9,4.0,Completed
SES-003906,2024-07-03,8,EV-021,Pune,Maharashtra,Own,AC Level 2,CCS2,Fleet,Card,0.8,15.37,10.75,165.23,87.48,112.69,79.25,-114.19,34.1,4.0,Completed
SES-000777,2024-09-10,12,EV-040,Hyderabad,Telangana,Own,AC Level 2,CCS2,Fleet,Corporate Account,1.28,15.7,11.16,175.21,98.45,114.49,5.42,-43.15,40.4,5.0,Completed
SES-001564,2025-05-24,14,EV-073,Jaipur,Rajasthan,Franchise,AC Level 2,CCS2,Fleet,Corporate Account,0.83,8.58,9.09,77.99,56.79,38.79,46.85,-64.44,36.9,4.7,Completed
SES-003395,2024-11-08,11,EV-009,Chennai,Tamil Nadu,Franchise,AC Level 2,CHAdeMO,Private,Corporate Account,0.96,15.5,9.88,153.14,84.18,130.32,56.87,-118.23,30.6,4.6,Completed
SES-001069,2025-03-22,2,EV-027,Delhi,Delhi,Franchise,DC Fast,CCS2,Taxi/Ride-share,UPI,0.4,20.69,11.16,230.9,114.02,146.61,32.56,-62.29,19.8,3.9,Completed
SES-002934,2024-11-25,16,EV-079,Bengaluru,Karnataka,Own,DC Fast,CCS2,Fleet,Card,0.31,16.8,12.97,217.9,137.13,116.88,78.73,-114.84,36.7,5.0,Failed
SES-000531,2024-01-16,6,EV-076,Ahmedabad,Gujarat,Own,DC Fast,Type 2,Private,Card,1.43,61.68,13.13,809.86,356.91,54.46,76.18,322.31,35.3,4.5,Completed
SES-000711,2025-12-04,20,EV-051,Lucknow,Uttar Pradesh,Partner,DC Fast,CCS2,Private,Corporate Account,0.8,42.39,15.29,648.14,297.06,64.88,72.45,213.75,33.2,3.3,Completed
SES-002787,2025-03-02,12,EV-099,Jaipur,Rajasthan,Own,DC Fast,CCS2,Taxi/Ride-share,Wallet,3.37,132.68,12.34,1637.27,1001.6,204.49,8.95,422.23,71.8,4.5,Completed
SES-004827,2025-07-28,1,EV-044,Pune,Maharashtra,Own,DC Ultra-Fast,CCS2,Corporate,Card,1.06,87.81,14.44,1267.98,634.2,199.28,74.57,359.93,35.2,3.9,Completed
SES-003091,2025-05-19,9,EV-067,Bengaluru,Karnataka,Partner,AC Level 2,CCS2,Corporate,Wallet,0.22,4.14,8.58,35.52,27.69,57.42,65.9,-115.49,5.3,3.3,Completed
SES-001091,2025-12-10,9,EV-093,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Private,Corporate Account,1.1,20.8,9.93,206.54,146.65,101.84,64.65,-106.6,46.1,3.9,Completed
SES-001275,2024-11-24,21,EV-091,Pune,Maharashtra,Franchise,AC Level 2,Type 2,Corporate,UPI,1.04,15.57,8.4,130.79,115.88,49.77,30.35,-65.21,12.4,3.6,Completed
SES-001042,2024-11-19,1,EV-100,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Private,UPI,1.2,23.77,8.6,204.42,135.27,201.41,6.93,-139.19,49.2,4.2,Completed
SES-003159,2025-09-01,7,EV-032,Bengaluru,Karnataka,Franchise,AC Level 2,Type 2,Taxi/Ride-share,Card,0.19,2.41,11.65,28.08,19.88,162.01,28.91,-182.72,31.6,3.8,Completed
SES-000415,2025-12-18,8,EV-097,Hyderabad,Telangana,Own,DC Fast,CHAdeMO,Corporate,UPI,0.77,40.28,11.01,443.48,251.42,74.73,11.37,105.96,24.7,4.1,Completed
SES-003975,2025-07-09,8,EV-066,Chennai,Tamil Nadu,Partner,DC Fast,CCS2,Fleet,Card,0.98,37.15,14.2,527.53,252.93,77.95,55.21,141.44,15.8,3.6,Completed
SES-002091,2024-01-26,7,EV-054,Lucknow,Uttar Pradesh,Own,DC Fast,CCS2,Private,UPI,0.49,13.99,13.42,187.75,106.55,42.07,59.47,-20.34,14.4,3.6,Completed
SES-004596,2024-08-26,12,EV-027,Lucknow,Uttar Pradesh,Own,DC Fast,CCS2,Fleet,UPI,1.77,97.57,14.43,1407.94,524.73,63.07,48.81,771.33,59.9,4.9,Completed
SES-001339,2024-07-03,18,EV-091,Gurugram,Haryana,Own,DC Ultra-Fast,CCS2,Fleet,UPI,1.14,81.74,16.16,1320.92,437.76,64.22,38.85,780.09,34.8,4.1,Completed
SES-004990,2024-04-26,12,EV-092,Gurugram,Haryana,Own,DC Fast,CHAdeMO,Private,Card,2.11,119.79,11.29,1352.43,859.23,162.72,19.77,310.71,70.2,5.0,Completed
SES-002541,2024-09-17,17,EV-015,Hyderabad,Telangana,Franchise,DC Fast,Type 2,Taxi/Ride-share,Corporate Account,1.41,63.53,11.05,702.01,488.65,215.38,47.38,-49.4,40.7,3.7,Cancelled
SES-004851,2024-09-15,13,EV-063,Ahmedabad,Gujarat,Own,DC Fast,CCS2,Private,Wallet,1.01,43.47,15.78,685.96,309.22,145.64,29.82,201.28,35.7,3.3,Completed
SES-002660,2025-03-08,2,EV-088,Jaipur,Rajasthan,Partner,DC Ultra-Fast,CCS2,Corporate,UPI,0.64,61.98,18.79,1164.6,406.38,187.54,28.31,542.37,29.7,2.6,Completed
SES-002242,2024-11-17,11,EV-078,Delhi,Delhi,Own,DC Fast,CCS2,Corporate,Card,1.5,71.41,12.98,926.9,449.01,53.32,57.69,366.88,41.7,4.2,Completed
SES-003069,2025-08-02,16,EV-046,Pune,Maharashtra,Franchise,AC Level 2,Type 2,Taxi/Ride-share,UPI,1.64,21.55,8.97,193.3,122.4,69.55,73.48,-72.13,18.7,4.4,Completed
SES-001605,2025-05-22,0,EV-048,Lucknow,Uttar Pradesh,Own,DC Fast,CCS2,Private,UPI,0.41,14.46,12.65,182.92,94.44,23.47,58.09,6.92,27.8,5.0,Completed
SES-004816,2025-09-29,1,EV-033,Jaipur,Rajasthan,Own,AC Level 2,CCS2,Corporate,UPI,1.15,22.79,10.69,243.63,172.77,132.81,55.96,-117.91,54.0,4.3,Completed
SES-002314,2025-07-23,6,EV-021,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Private,Card,1.08,14.07,8.09,113.83,101.92,26.94,54.86,-69.89,2.0,4.3,Completed
SES-003641,2024-08-17,3,EV-080,Hyderabad,Telangana,Partner,DC Ultra-Fast,CHAdeMO,Corporate,Card,1.01,100.28,19.68,1973.51,598.61,198.49,50.09,1126.32,16.8,5.0,Completed
SES-004349,2025-08-16,1,EV-026,Pune,Maharashtra,Franchise,DC Fast,CCS2,Taxi/Ride-share,Card,1.47,59.21,13.3,787.49,372.13,150.04,33.05,232.27,9.3,4.2,Completed
SES-003122,2025-04-10,14,EV-069,Pune,Maharashtra,Franchise,DC Fast,CHAdeMO,Corporate,Card,1.06,57.67,14.66,845.44,423.54,208.25,61.27,152.38,35.1,4.6,Completed
SES-002822,2025-12-05,12,EV-003,Hyderabad,Telangana,Own,AC Level 2,CCS2,Private,UPI,1.27,21.52,11.8,253.94,116.44,177.72,32.52,-72.74,54.6,4.4,Completed
SES-003702,2024-02-20,6,EV-055,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.98,10.17,9.2,93.56,65.35,21.66,23.62,-17.07,24.5,3.7,Completed
SES-000671,2025-02-08,17,EV-096,Bengaluru,Karnataka,Partner,DC Fast,CCS2,Private,Card,0.23,6.25,14.43,90.19,40.41,83.91,28.06,-62.19,30.4,4.3,Completed
SES-001659,2024-05-24,19,EV-081,Lucknow,Uttar Pradesh,Own,AC Level 2,CCS2,Taxi/Ride-share,Card,0.59,6.51,8.27,53.84,41.24,102.65,32.42,-122.47,3.9,3.6,Completed
SES-003204,2024-09-21,7,EV-044,Hyderabad,Telangana,Own,AC Level 2,Type 2,Private,Card,0.61,7.4,10.98,81.25,41.3,154.59,36.92,-151.56,28.7,3.6,Completed
SES-002274,2025-05-11,15,EV-034,Delhi,Delhi,Own,AC Level 2,Type 2,Corporate,Card,1.37,26.74,9.58,256.17,136.37,116.76,42.69,-39.65,56.2,4.3,Completed
SES-002862,2025-05-13,9,EV-046,Gurugram,Haryana,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.51,6.87,8.98,61.69,57.13,100.52,17.92,-113.88,27.0,4.5,Completed
SES-004150,2024-09-12,7,EV-092,Jaipur,Rajasthan,Own,AC Level 2,Type 2,Private,Wallet,0.55,10.52,11.05,116.25,59.92,20.26,38.39,-2.32,25.4,4.7,Completed
SES-004593,2025-04-30,11,EV-052,Ahmedabad,Gujarat,Franchise,DC Fast,Type 2,Taxi/Ride-share,UPI,2.39,121.94,11.35,1384.02,710.04,197.65,26.91,449.42,70.9,4.3,Completed
SES-004119,2024-05-31,11,EV-012,Bengaluru,Karnataka,Own,AC Level 2,Type 2,Private,UPI,1.63,25.07,11.2,280.78,126.09,219.59,49.29,-114.19,41.8,4.5,Completed
SES-003761,2025-12-02,2,EV-076,Gurugram,Haryana,Partner,DC Ultra-Fast,CCS2,Taxi/Ride-share,UPI,0.34,37.14,17.41,646.61,258.83,322.69,19.62,45.47,26.8,4.7,Completed
SES-000771,2025-08-20,4,EV-091,Gurugram,Haryana,Partner,DC Ultra-Fast,CCS2,Corporate,UPI,1.36,125.13,16.95,2120.95,1015.57,46.03,16.87,1042.48,37.4,4.3,Completed
SES-001103,2025-07-27,23,EV-054,Gurugram,Haryana,Franchise,AC Level 2,CHAdeMO,Taxi/Ride-share,UPI,0.16,2.15,9.2,19.78,15.09,48.89,68.51,-112.71,22.0,5.0,Completed
SES-004302,2025-06-10,8,EV-033,Chennai,Tamil Nadu,Own,AC Level 2,Type 2,Corporate,UPI,0.72,13.33,8.97,119.57,89.3,96.36,47.95,-114.04,34.8,5.0,Completed
SES-003526,2024-10-19,23,EV-069,Lucknow,Uttar Pradesh,Own,AC Level 2,CCS2,Private,UPI,0.36,4.19,10.16,42.57,23.11,150.39,20.48,-151.41,47.7,3.3,Completed
SES-001766,2024-01-18,11,EV-011,Pune,Maharashtra,Franchise,DC Fast,Type 2,Corporate,UPI,1.27,63.25,14.63,925.35,513.93,189.67,36.88,184.87,19.2,4.2,Completed
SES-004534,2025-10-23,13,EV-065,Jaipur,Rajasthan,Own,AC Level 2,CCS2,Fleet,Corporate Account,0.76,14.21,9.81,139.4,120.48,123.02,50.03,-154.13,18.5,3.9,Completed
SES-004872,2025-01-30,4,EV-060,Ahmedabad,Gujarat,Partner,DC Fast,CCS2,Taxi/Ride-share,UPI,1.16,43.36,11.68,506.44,241.74,50.37,35.98,178.35,5.3,4.3,Completed
SES-000267,2024-03-23,18,EV-035,Delhi,Delhi,Franchise,DC Fast,CCS2,Taxi/Ride-share,Card,0.72,32.03,11.06,354.25,256.22,48.33,69.34,-19.64,22.2,4.5,Completed
SES-003770,2025-10-11,9,EV-080,Gurugram,Haryana,Own,DC Ultra-Fast,CCS2,Fleet,Wallet,1.88,180.0,17.46,3142.8,1181.82,243.97,43.24,1673.77,40.3,3.6,Completed
SES-002187,2025-07-04,23,EV-060,Hyderabad,Telangana,Own,AC Level 2,Type 2,Private,UPI,0.24,3.59,8.75,31.41,29.49,68.79,68.27,-135.14,34.3,4.4,Completed
SES-000685,2025-12-16,6,EV-094,Gurugram,Haryana,Partner,DC Ultra-Fast,CHAdeMO,Private,UPI,2.81,180.0,19.02,3423.6,1416.23,102.0,43.87,1861.5,45.0,4.7,Completed
SES-001430,2024-09-12,6,EV-057,Bengaluru,Karnataka,Own,DC Ultra-Fast,CCS2,Private,Wallet,0.59,82.74,15.26,1262.61,573.16,249.27,70.91,369.27,12.9,3.8,Completed
SES-004850,2025-03-17,10,EV-068,Delhi,Delhi,Own,AC Level 2,CCS2,Taxi/Ride-share,Corporate Account,1.11,21.77,11.45,249.27,141.81,105.38,75.01,-72.93,40.7,4.1,Completed
SES-004357,2024-04-29,0,EV-086,Chennai,Tamil Nadu,Franchise,AC Level 2,CCS2,Corporate,UPI,1.1,18.75,9.63,180.56,156.67,45.93,5.33,-27.37,39.8,3.6,Failed
SES-000072,2025-12-21,20,EV-057,Pune,Maharashtra,Own,AC Level 2,CCS2,Private,Card,1.18,15.52,10.8,167.62,109.12,34.38,29.41,-5.29,43.0,4.6,Completed
SES-004103,2025-02-14,17,EV-079,Chennai,Tamil Nadu,Franchise,AC Level 2,CCS2,Corporate,Wallet,2.24,38.4,10.71,411.26,229.21,194.14,35.44,-47.53,56.5,3.6,Completed
SES-000125,2024-10-07,12,EV-012,Delhi,Delhi,Partner,DC Ultra-Fast,Type 2,Private,UPI,0.31,33.14,19.55,647.89,260.44,268.52,20.26,98.67,18.4,4.6,Completed
SES-003980,2024-06-27,15,EV-057,Bengaluru,Karnataka,Own,AC Level 2,CHAdeMO,Private,Card,0.6,6.75,11.63,78.5,41.76,196.72,26.73,-186.71,8.2,4.3,Completed
SES-001338,2024-10-10,11,EV-064,Delhi,Delhi,Franchise,DC Fast,CCS2,Taxi/Ride-share,Corporate Account,1.35,38.43,15.73,604.5,242.51,124.62,65.17,172.2,26.5,4.2,Completed
SES-004518,2024-04-24,7,EV-041,Hyderabad,Telangana,Partner,AC Level 2,CCS2, Taxi/Ride-share ,UPI,0.52,9.51,10.96,104.23,80.07,118.26,66.29,-160.39,18.2,4.9,Completed
SES-002699,2025-01-25,12,EV-059,Chennai,Tamil Nadu,Own,DC Fast,CCS2,Fleet,UPI,0.24,7.94,11.95,94.88,57.5,75.79,44.31,-82.72,9.0,3.8,Completed
SES-000086,2025-05-11,16,EV-088,Jaipur,Rajasthan,Own,DC Fast,Type 2,Fleet,Card,0.42,12.14,15.6,189.38,71.43,122.64,51.06,-55.75,35.2,3.8,Completed
SES-004249,2024-08-02,19,EV-049,Bengaluru,Karnataka,Franchise,AC Level 2,CCS2,Private,UPI,0.98,11.81,10.55,124.6,61.63,138.11,7.18,-82.32,17.1,4.2,Completed
SES-004135,2024-06-16,18,EV-031,Gurugram,Haryana,Own,DC Fast,CCS2,Taxi/Ride-share,Card,0.52,29.11,15.84,461.1,192.57,124.88,59.75,83.9,9.8,4.2,Completed
SES-004332,2025-05-02,21,EV-049,Pune,Maharashtra,Partner,AC Level 2,CCS2,Private,Card,1.82,21.23,9.18,194.89,138.66,66.18,27.54,-37.49,48.6,4.7,Completed
SES-003918,2025-10-13,2,EV-024,Ahmedabad,Gujarat,Own,DC Fast,Type 2,Private,UPI,0.15,5.1,15.09,76.96,39.32,46.57,58.77,-67.7,56.7,4.6,Completed
SES-003335,2024-07-17,22,EV-024,Delhi,Delhi,Franchise,AC Level 2,Type 2,Private,Card,0.23,2.98,11.66,34.75,16.83,135.77,10.35,-128.2,33.4,4.3,Completed
SES-003154,2025-11-14,7,EV-061,Ahmedabad,Gujarat,Franchise,AC Level 2,CCS2,Private,UPI,0.67,9.76,11.68,114.0,82.55,132.54,34.27,-135.36,17.8,5.0,Completed
SES-003886,2024-02-20,16,EV-053,Bengaluru,Karnataka,Own,AC Level 2,Type 2,Private,UPI,0.36,4.19,8.02,33.6,29.53,122.82,64.56,-183.31,22.1,3.9,Completed
SES-001207,2025-08-02,16,EV-052,Chennai,Tamil Nadu,Partner,AC Level 2,CCS2,Fleet,UPI,0.8,10.62,9.14,97.07,79.75,140.16,62.74,-185.58,28.6,3.9,Completed
SES-004489,2025-04-08,16,EV-063,Ahmedabad,Gujarat,Own,DC Ultra-Fast,CHAdeMO,Fleet,UPI,0.89,78.9,16.0,1262.4,467.21,135.17,49.82,610.2,49.7,3.9,Failed
SES-004471,2024-11-01,9,EV-074,,Delhi,Own,AC Level 2,CCS2,Private,Wallet,1.51,25.75,9.9,254.92,212.22,125.62,20.59,-103.51,39.8,4.4,Completed
SES-002966,2024-06-24,12,EV-026,Bengaluru,Karnataka,Own,AC Level 2,Type 2,Corporate,UPI,1.22,22.69,8.21,186.28,160.93,132.68,45.46,-152.79,55.6,4.4,Completed
SES-001957,2024-10-11,21,EV-059,Lucknow,Uttar Pradesh,Own,DC Fast,CCS2,Taxi/Ride-share,UPI,0.85,45.44,12.68,576.18,246.45,119.55,19.41,190.77,18.0,3.5,Completed
SES-003176,2024-03-10,18,EV-094,,Karnataka,Franchise,DC Fast,CCS2,Corporate,Card,3.13,118.68,12.16,1443.15,815.63,122.31,48.65,456.56,72.7,4.6,Completed
SES-004061,2024-12-04,6,EV-024,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Taxi/Ride-share,Card,2.84,36.07,10.94,394.61,220.63,103.1,54.02,16.86,59.5,3.1,Cancelled
SES-001372,2025-09-18,10,EV-061,Delhi,Delhi,Franchise,DC Fast,CHAdeMO,Corporate,UPI,1.43,49.25,12.32,606.76,291.79,62.87,60.55,191.55,53.6,3.5,Completed
SES-004701,2025-02-16,19,EV-025,Gurugram,Haryana,Own,AC Level 2,Type 2,Taxi/Ride-share,Wallet,0.87,16.03,11.31,181.3,89.09,135.44,32.96,-76.19,34.1,4.4,Completed
SES-000629,2024-01-24,16,EV-041,Chennai,Tamil Nadu,Own,DC Fast,CHAdeMO,Private,Wallet,1.01,47.21,15.95,753.0,305.66,38.85,74.81,333.68,19.8,4.7,Completed
SES-000183,2024-12-09,20,EV-057,Delhi,Delhi,Franchise,AC Level 2,CCS2,Taxi/Ride-share,UPI,1.36,26.76,9.49,253.95,217.82,42.02,41.09,-46.98,33.0,3.3,Completed
